/home/tiago/documentos/sentinel/genomasbrasil/GCA_000007045.1_ASM704v1_genomic.gbff	AE007317	332863	335022	-	(Bla)PBP1a	1-2160/2160	========/======	2/2	99.95	99.21	argannot	JN645776:1-2160	(Bla)PBP1a	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000007045.1_ASM704v1_genomic.gbff	AE007317	1886036	1888501	-	(Bla)PBP1b	1-2466/2466	===============	0/0	100.00	100.00	argannot	AF101781:1-2466	(Bla)PBP1b	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000195475.2_ASM19547v2_genomic.gbff	AEQS01000090	8759	9863	-	(Tet)tet(35)	1-1105/1110	===============	0/0	99.55	76.20	argannot	AF353562:2213-3322	(Tet)tet(35)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000195475.2_ASM19547v2_genomic.gbff	AEQS01000199	25156	25620	+	(Tet)tet(34)	1-465/465	===============	0/0	100.00	82.37	argannot	AB061440:306-770	(Tet)tet(34)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000223095.2_ASM22309v2_genomic.gbff	AFSV01000001	412751	413214	-	(Tet)tet(34)	1-464/465	========/======	4/8	98.92	76.50	argannot	AB061440:306-770	(Tet)tet(34)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000223095.2_ASM22309v2_genomic.gbff	AFSV01000008	74628	75607	-	(Tet)tet(35)	1-980/1110	========/=====.	4/6	88.02	73.45	argannot	AF353562:2213-3322	(Tet)tet(35)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000252345.2_ASM25234v2_genomic.gbff	AHYY01000002	1470382	1471490	+	(Tet)tet(35)	1-1109/1110	===============	0/0	99.91	96.39	argannot	AF353562:2213-3322	(Tet)tet(35)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000252345.2_ASM25234v2_genomic.gbff	AHYY01000002	2020421	2020878	-	(Tet)tet(34)	8-465/465	===============	0/0	98.49	83.62	argannot	AB061440:306-770	(Tet)tet(34)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000252345.2_ASM25234v2_genomic.gbff	AHYY01000044	10124	10974	+	(Bla)blaVHH-1	1-851/852	========/======	2/2	99.77	98.47	argannot	AF217649:134-985	(Bla)blaVHH-1	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000259875.1_ASM25987v1_genomic.gbff	AGIE01000041	117784	118892	-	(Tet)tet(35)	1-1109/1110	===============	0/0	99.91	96.48	argannot	AF353562:2213-3322	(Tet)tet(35)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000259875.1_ASM25987v1_genomic.gbff	AGIE01000052	62348	63198	-	(Bla)blaVHH-1	1-851/852	========/======	2/2	99.77	98.47	argannot	AF217649:134-985	(Bla)blaVHH-1	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000259875.1_ASM25987v1_genomic.gbff	AGIE01000059	7316	7780	+	(Tet)tet(34)	1-465/465	===============	0/0	100.00	83.66	argannot	AB061440:306-770	(Tet)tet(34)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000404045.1_ASM40404v1_genomic.gbff	APHV01000033	3412	4005	-	(Phe)catB1	1-594/630	===============	0/0	94.29	79.80	argannot	M58472:148-777	(Phe)catB1	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000404045.1_ASM40404v1_genomic.gbff	APHV01000044	3701	4490	+	(AGly)sph	44-836/843	========/======	4/13	93.12	75.44	argannot	AY037297:2706-3548	(AGly)sph	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000404045.1_ASM40404v1_genomic.gbff	APHV01000307	2544	3327	-	(AGly)aac(3)-IIIc	43-826/840	========/======	10/12	92.62	70.13	argannot	L06161:106-945	(AGly)aac(3)-IIIc	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000444805.1_B._pumilus_genomic.gbff	AUYP01000015	2339	2992	-	(Phe)cat-86	2-655/663	===============	0/0	98.64	93.42	argannot	K00544:145-807	(Phe)cat-86	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000444805.1_B._pumilus_genomic.gbff	AUYP01000047	9683	11069	+	(MLS)Lmr(B)	47-1436/1440	========/======	23/35	95.21	67.14	argannot	NG_047912101-1540:1440	(MLS)Lmr(B)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000444805.1_B._pumilus_genomic.gbff	AUYP01000069	20679	21467	+	(Bla)blaBPU-1	1-789/789	===============	0/0	100.00	88.09	argannot	NG_050941:101-889	(Bla)blaBPU-1	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000478365.1_Hputei1.0_genomic.gbff	ANJR01000031	4657	7653	-	(Flq)OqxBgb	105-3095/3153	========/======	43/104	93.31	67.43	argannot	EU370913:47851-51003	(Flq)OqxBgb	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000503195.1_CACIA14H2Blastomonas_genomic.gbff	AYSC01000016	31420	32168	-	(AGly)aac(3)-IIIc	64-812/840	.=======/======	14/18	88.10	71.77	argannot	L06161:106-945	(AGly)aac(3)-IIIc	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000513715.1_saliniS351.0_genomic.gbff	AQOD01000068	27498	27918	-	(Tet)tet(34)	1-421/465	========/=====.	4/10	89.46	70.19	argannot	AB061440:306-770	(Tet)tet(34)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000513715.1_saliniS351.0_genomic.gbff	AQOD01000124	21715	22651	+	(Tet)tet(35)	1-950/1110	========/====..	6/15	84.32	64.88	argannot	AF353562:2213-3322	(Tet)tet(35)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000513735.1_SaliniS341.0_genomic.gbff	APMS01000020	12593	13530	+	(Tet)tet(35)	1-950/1110	========/====..	7/16	84.32	64.81	argannot	AF353562:2213-3322	(Tet)tet(35)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000513735.1_SaliniS341.0_genomic.gbff	APMS01000036	3325	3745	+	(Tet)tet(34)	1-421/465	========/=====.	5/10	89.46	70.19	argannot	AB061440:306-770	(Tet)tet(34)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000565325.1_saliniS10B_genomic.gbff	AQOE01000014	27586	28006	-	(Tet)tet(34)	1-421/465	========/=====.	5/10	89.46	70.19	argannot	AB061440:306-770	(Tet)tet(34)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000565325.1_saliniS10B_genomic.gbff	AQOE01000042	26234	27170	-	(Tet)tet(35)	1-950/1110	========/====..	6/15	84.32	64.88	argannot	AF353562:2213-3322	(Tet)tet(35)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000565345.1_costicolaLMG11651_genomic.gbff	AQOF01000006	93528	94476	+	(Tet)tet(35)	1-963/1110	========/=====.	10/26	84.95	64.60	argannot	AF353562:2213-3322	(Tet)tet(35)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000565345.1_costicolaLMG11651_genomic.gbff	AQOF01000023	24108	24528	+	(Tet)tet(34)	1-421/465	========/=====.	4/12	89.25	68.62	argannot	AB061440:306-770	(Tet)tet(34)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000687355.2_ASM68735v2_genomic.gbff	JMGO02000002	484240	485798	-	(Col)mcr-7.1	1-1559/1620	========/======	6/8	95.99	75.18	argannot	MG267386:23610-25229	(Col)mcr-7.1	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000687355.2_ASM68735v2_genomic.gbff	JMGO02000003	605273	606421	-	(Bla)blaTRU-1	1-1149/1149	===============	0/0	100.00	97.91	argannot	EU046614:1-1149	(Bla)blaTRU-1	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000687355.2_ASM68735v2_genomic.gbff	JMGO02000018	227152	228724	-	(Col)mcr-7.1	38-1610/1620	========/======	22/46	95.68	71.68	argannot	MG267386:23610-25229	(Col)mcr-7.1	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000698945.1_LGO_A23_AS7_genomic.gbff	JHDU01000009	93426	94088	-	(Phe)catA-St	1-663/663	===============	0/0	100.00	95.78	argannot	NG_047581:101-763	(Phe)catA-St	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000698945.1_LGO_A23_AS7_genomic.gbff	JHDU01000009	106661	108223	-	(MLS)TlrC	10-1575/1623	========/======	13/15	95.93	78.44	argannot	NC_016113:803268-384890	(MLS)TlrC	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000698945.1_LGO_A23_AS7_genomic.gbff	JHDU01000011	29431	30596	+	(MLS)oleD	21-1198/1248	========/======	34/76	90.87	69.01	argannot	NG_048021:11248	(MLS)oleD	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000698945.1_LGO_A23_AS7_genomic.gbff	JHDU01000012	10860	12433	+	(MLS)TlrC	27-1594/1623	========/======	42/96	93.84	68.93	argannot	NC_016113:803268-384890	(MLS)TlrC	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000698945.1_LGO_A23_AS7_genomic.gbff	JHDU01000021	24809	25747	+	(Bla)bla2a	1-945/945	========/======	2/6	99.37	97.25	argannot	M28303:243-1187	(Bla)bla2a	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000698945.1_LGO_A23_AS7_genomic.gbff	JHDU01000021	62765	63879	+	(Phe)cmlV	50-1167/1311	========/=====.	8/13	84.67	78.63	argannot	U09991:28-1338	(Phe)cmlV	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000698945.1_LGO_A23_AS7_genomic.gbff	JHDU01000034	51546	52312	+	(AGly)aphEII	51-817/819	========/======	2/4	93.41	79.19	argannot	X53527:1-819	(AGly)aphEII	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000698945.1_LGO_A23_AS7_genomic.gbff	JHDU01000050	32287	32769	-	(AGly)aac(6')	1-483/483	===============	0/0	100.00	96.27	argannot	NG_052413:101-583	(AGly)aac(6')	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000698945.1_LGO_A23_AS7_genomic.gbff	JHDU01000053	18865	20260	-	(Rif)iri	1-1390/1440	========/======	14/26	95.83	68.21	argannot	U56415:280-1719	(Rif)iri	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000959705.2_ASM95970v2_genomic.gbff	CP024198	1164689	1165840	+	(Bla)blaMOX-6	1-1152/1152	========/======	2/2	99.91	97.66	argannot	GQ152601:1-1152	(Bla)blaMOX-6	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000959705.2_ASM95970v2_genomic.gbff	CP024198	1347603	1349218	+	(Col)mcr-7.1	1-1607/1620	========/======	20/41	98.21	72.67	argannot	MG267386:23610-25229	(Col)mcr-7.1	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000959705.2_ASM95970v2_genomic.gbff	CP024198	1912639	1913653	+	(Flq)OqxA	117-1138/1176	.=======/======	10/21	85.71	66.08	argannot	EU370913:46652-47827	(Flq)OqxA	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000959705.2_ASM95970v2_genomic.gbff	CP024198	1913780	1916889	+	(Flq)OqxBgb	1-3110/3153	========/======	23/40	98.00	74.50	argannot	EU370913:47851-51003	(Flq)OqxBgb	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000959705.2_ASM95970v2_genomic.gbff	CP024198	4136352	4136935	+	(MLS)vat(F)	43-626/666	========/======	2/4	87.39	69.11	argannot	AF170730:70-735	(MLS)vat(F)	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000959705.2_ASM95970v2_genomic.gbff	CP024198	4520608	4521392	+	(Bla)blaOXA-12	11-795/795	========/======	7/12	97.99	77.88	argannot	U10251:181-975	(Bla)blaOXA-12	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000988225.1_ASM98822v1_genomic.gbff	LAYR01000016	13344	14885	+	(Tet)TetAB	1-1542/1542	===============	0/0	100.00	98.12	argannot	NG_051437:101-1642	(Tet)TetAB	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_000988235.1_ASM98823v1_genomic.gbff	LAYS01000034	12592	13153	+	(Bla)blaB-4	45-609/630	.=======/======	13/31	86.98	66.15	argannot	NG_055992:101-730	(Bla)blaB-4	
/home/tiago/documentos/sentinel/genomasbrasil/GCA_001040945.1_ASM104094v1_genomic.gbff	CP011930	344191	347276	-	(Flq)OqxBgb	16-3095/3153	========/======	51/122	95.85	67.65	argannot	EU370913:47851-51003	(Flq)OqxBgb	
